"station","arrondissement","lat","long","dur","mm","jj","temp","precip"
"St-Dominique / Gounod","Villeray—Saint-Michel—Parc-Extension",45.5385915732697,-73.6277800798416,25.86055,9,4,18.4,7.6
"de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",45.5293264309009,-73.5748064517975,7.28141666666667,9,3,19.8,0
"Bélanger / St-Denis","Rosemont - La Petite-Patrie",45.53696,-73.61199,5.85505,5,3,14.5,0.8
"Christophe-Colomb / St-Joseph","Le Plateau-Mont-Royal",45.5303648655596,-73.5843926668167,4.97203333333333,10,5,12.3,1.3
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,19.4297166666667,6,2,23.3,1.3
"Parc Nicolas-Tillemont (des Érables / Villeray)","Villeray—Saint-Michel—Parc-Extension",45.554636533586,-73.6125521577196,12.5263166666667,6,4,21.5,20.2
"Waverly / Bernard","Le Plateau-Mont-Royal",45.525624432974,-73.6041337251663,9.78771666666667,6,6,14.8,0.3
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,32.6366333333333,8,7,23.5,0.4
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,11.6952833333333,9,7,16.9,0.2
"Gilford / St-Denis","Le Plateau-Mont-Royal",45.5249761296063,-73.5855889320374,2.51145,9,4,21.6,0
"d'Orléans / Masson","Rosemont - La Petite-Patrie",45.557192,-73.569847,5.01248333333333,9,4,20.7,0
"Cathcart / McGill College","Ville-Marie",45.5011876814898,-73.570454878145,27.7607166666667,9,4,20.7,0
"Berlioz / de l'Île des Soeurs","Verdun",45.4599857764093,-73.5439556837082,29.8662,8,7,23.5,0.4
"Mansfield / Sherbrooke","Ville-Marie",45.5030153352982,-73.5751303658617,74.4503666666667,10,7,7.5,2.6
"Calixa-Lavallée / Rachel","Le Plateau-Mont-Royal",45.5277829924464,-73.5716744557794,8.82291666666667,10,2,17,0
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,15.7593833333333,6,5,21.5,0
"de Bordeaux / Rachel","Le Plateau-Mont-Royal",45.5320753229761,-73.5676998398048,7.99683333333333,9,5,16.6,0
"de Bordeaux / Sherbrooke","Ville-Marie",45.5299143217374,-73.5630261898041,34.1025666666667,5,2,17.7,0.3
"Canning / Notre-Dame","Le Sud-Ouest",45.4863186440102,-73.5702332854271,19.4235166666667,6,1,20.5,5.9
"Sherbrooke / Frontenac","Ville-Marie",45.5367322155334,-73.560796189131,14.79405,10,6,13.9,1
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,3.28336666666667,5,6,14.3,1
"Hogan / Ontario","Ville-Marie",45.5353029956049,-73.5511372983456,14.3652,7,3,25.3,9
"Pierre-de-Coubertin / Langelier","Mercier - Hochelaga-Maisonneuve",45.5803145464247,-73.5353136062622,36.1090833333333,8,1,17.4,20.4
"du President-Kennedy / Union","Ville-Marie",45.5051022424836,-73.5718788206577,13.1987,7,4,20.7,0
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.53848,-73.60556,4.37121666666667,6,7,20.5,1.7
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,19.9128333333333,5,5,17.4,0.9
"Aylmer / Ste-Catherine","Ville-Marie",45.5043467868509,-73.568948507309,3.90176666666667,5,3,10.2,0.4
"Parc Ludger-Duvernay (St-André / St-Hubert)","Le Plateau-Mont-Royal",45.5314746414748,-73.5924205183983,3.42235,7,1,25.3,0
"de Chambly / Rachel","Rosemont - La Petite-Patrie",45.549910693591,-73.5582625865936,26.9627,6,2,15,0
"Roy / St-Denis","Le Plateau-Mont-Royal",45.51908,-73.5727,9.09533333333333,6,6,21,0
"Gauthier / Parthenais","Le Plateau-Mont-Royal",45.5329262557465,-73.5637798905373,12.2549833333333,9,7,16.9,0.2
"Bélanger / St-Denis","Rosemont - La Petite-Patrie",45.53696,-73.61199,6.34033333333333,8,7,21.5,1.2
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,10.4236166666667,9,4,18.4,7.6
"Bishop / René-Lévesque","Ville-Marie",45.4953679550706,-73.5740125179291,4.68496666666667,8,3,18.1,0.2
"Aylmer / Sherbrooke","Le Plateau-Mont-Royal",45.506294568237,-73.5728269815445,2.10598333333333,9,3,19.8,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",45.5238561444472,-73.6001265048981,8.46936666666667,5,3,16.7,2.3
"Bloomfield / Bernard","Outremont",45.5203381937083,-73.6077547073364,6.74545,6,3,24.7,0.5
"St-Dominique / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",45.5352039824168,-73.6175217570053,7.06305,10,5,17.1,0
"LaSalle / Crawford","Verdun",45.4379151651408,-73.5825355053112,38.8963666666667,6,6,19.5,6.7
"Mansfield / Sherbrooke","Ville-Marie",45.5030153352982,-73.5751303658617,2.01565,8,6,27.4,0
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,9.37055,7,1,25.3,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,15.0669833333333,7,6,22.2,0
"Drolet / St-Zotique","Rosemont - La Petite-Patrie",45.5348821414782,-73.6094123125076,18.2196166666667,9,1,17.8,0.2
"University / Prince-Arthur","Ville-Marie",45.5074794530521,-73.5786473751068,8.3575,10,1,5.9,3.2
"du Parc-La Fontaine / Roy","Le Plateau-Mont-Royal",45.5232203879173,-73.5691609382957,10.7628,6,2,22.4,0.2
"Garnier / Villeray","Villeray—Saint-Michel—Parc-Extension",45.5494800451944,-73.6160547148938,14.3536833333333,6,5,21.5,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,26.1532,6,2,22.4,0.2
"Marie-Anne / de la Roche","Le Plateau-Mont-Royal",45.5275505076019,-73.5762870311737,16.8960833333333,7,7,19.5,0
"St-Dominique / St-Zotique","Rosemont - La Petite-Patrie",45.532264610185,-73.6110632121563,4.25628333333333,10,3,16.4,0
"Viger / Chenneville","Ville-Marie",45.5053116652091,-73.5608911514282,25.1468333333333,6,6,14.8,0.3
"Parc Van Horne (de la Peltrie / de Westbury)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4904944218329,-73.6385223269463,2.90381666666667,5,3,16.7,2.3
"26e avenue / Beaubien","Rosemont - La Petite-Patrie",45.5648558906471,-73.5774926841259,25.93915,6,3,22.3,11.4
"Messier / du Mont-Royal","Le Plateau-Mont-Royal",45.53711414,-73.5710031,5.01048333333333,10,3,9.7,2.1
"Louis-Hémon / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",45.5517742671765,-73.6034783723153,7.88248333333333,5,1,16.4,1.9
"Laval / Duluth","Le Plateau-Mont-Royal",45.5191926178386,-73.5771592613492,7.82176666666667,6,3,28.7,0.2
"de la Côte-Ste-Catherine / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5009410158851,-73.6256369948387,10.3963333333333,10,2,7.3,6
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,14.5065166666667,6,5,18.9,4.3
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",45.5422466339757,-73.5546147823334,7.01405,6,7,15.8,0.6
"Boyer / Rosemont","Rosemont - La Petite-Patrie",45.5340986680406,-73.5955345630646,11.5171333333333,5,4,11.1,0.9
"Waverly / Bernard","Le Plateau-Mont-Royal",45.525624432974,-73.6041337251663,18.3053,6,7,22.2,0.5
"de Bordeaux / Masson","Le Plateau-Mont-Royal",45.539037937964,-73.5825204849243,12.6338666666667,10,4,7.5,0
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,7.23633333333333,10,7,13.1,1.4
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,7.10108333333333,7,3,25.3,9
"Drolet / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5419546323658,-73.6299419403076,13.7414666666667,10,6,12.5,3.1
"Berri / Laurier","Le Plateau-Mont-Royal",45.5280999552767,-73.5884387162514,17.2310333333333,9,7,21.7,0
"Labadie / du Parc","Le Plateau-Mont-Royal",45.5198946757576,-73.5968273878098,10.4433833333333,6,6,18.5,4.8
"St-Antoine / St-François-Xavier","Ville-Marie",45.5045770667804,-73.5591839253902,20.54915,5,1,16.4,1.9
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,12.37805,7,2,22.6,0
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,18.1668166666667,7,5,23.2,0
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,5.69508333333333,7,1,24.3,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,4.23155,8,3,24,0
"de Grosbois / Duchesneau","Mercier - Hochelaga-Maisonneuve",45.6112307415505,-73.5312415660519,67.94255,6,7,15.8,0.6
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,4.369,7,6,25,0
"Métro Angrignon (Lamont / des Trinitaires)","Le Sud-Ouest",45.4465045019204,-73.6025619506836,21.8581166666667,7,2,21.8,0.7
"de Gaspé / St-Viateur","Le Plateau-Mont-Royal",45.5276726466961,-73.5973826050758,9.41271666666667,8,4,26.8,0
"Casgrain / Maguire","Le Plateau-Mont-Royal",45.5262176474985,-73.5957657695144,7.68805,8,7,24.7,1
"Gilford / de Brébeuf","Le Plateau-Mont-Royal",45.5308702477731,-73.581557571888,16.8800166666667,8,5,27.4,0
"Parc St-Patrick (St-Patrick / St-Columban)","Le Sud-Ouest",45.4887078515095,-73.5589931719369,22.5210166666667,5,1,16.4,1.9
"Henri-Julien / du Carmel","Le Plateau-Mont-Royal",45.5279509378701,-73.5950232669711,22.6116166666667,6,2,22.4,0.2
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,11.5075166666667,6,2,22.4,0.2
"Viger / Chenneville","Ville-Marie",45.5053116652091,-73.5608911514282,5.32291666666667,9,7,16.9,0.2
"Alexandre-DeSève / Ontario","Ville-Marie",45.5243745436127,-73.5605568997926,2.5769,6,3,24.7,0.5
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,7.31923333333333,8,2,23.9,6.3
"Mackay / Ste-Catherine","Ville-Marie",45.4957740638038,-73.5768784582615,6.88455,7,3,23.3,3.5
"Marie-Anne / de la Roche","Le Plateau-Mont-Royal",45.5275505076019,-73.5762870311737,9.1661,5,4,21.7,1.7
"St-Dominique / Laurier","Le Plateau-Mont-Royal",45.5236149031145,-73.5924573987722,1.94078333333333,9,6,16.4,0
"Everett / Garnier","Villeray—Saint-Michel—Parc-Extension",45.5475815310964,-73.6122085154057,1.41681666666667,7,6,22.7,3.2
"Louis-Hémon / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",45.5517742671765,-73.6034783723153,17.8379,5,4,21.7,1.7
"de Bordeaux / Sherbrooke","Ville-Marie",45.5299143217374,-73.5630261898041,1.53438333333333,7,4,20.1,0.5
"Boyer / Beaubien","Rosemont - La Petite-Patrie",45.537041,-73.602026,21.2429333333333,6,5,15.7,0
"Harvard / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4745651850299,-73.6240357160568,7.4146,6,6,19.8,0.7
"Boyer / Beaubien","Rosemont - La Petite-Patrie",45.537041,-73.602026,18.9957833333333,8,2,22,0
"de l'Esplanade / Villeneuve","Le Plateau-Mont-Royal",45.5194318421386,-73.5909595385965,3.43001666666667,8,6,21.4,0
"Ste-Famille / des Pins","Le Plateau-Mont-Royal",45.5128561793357,-73.5769280791283,11.53035,9,7,21.7,0
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,21.7718,9,4,20.1,0
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,11.56005,6,3,22.3,11.4
"des Pins / Hutchison","Le Plateau-Mont-Royal",45.5108002894856,-73.5782209038734,25.92855,5,2,17.3,4.3
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,3.63898333333333,7,7,25,0
"Métro de l'Église (Ross / de l'Église)","Verdun",45.4628357779411,-73.565876549128,6.16083333333333,7,3,25.3,9
"Parc Ludger-Duvernay (St-André / St-Hubert)","Le Plateau-Mont-Royal",45.5314746414748,-73.5924205183983,6.80746666666667,5,5,14.2,0.2
"Boyer / Beaubien","Rosemont - La Petite-Patrie",45.537041,-73.602026,32.4550166666667,5,3,11.7,5.7
"Messier / du Mont-Royal","Le Plateau-Mont-Royal",45.53711414,-73.5710031,14.4952666666667,10,4,6.7,3.6
"Metcalfe / de Maisonneuve","Ville-Marie",45.5017703435353,-73.5742749599831,10.38645,7,1,20.4,0
"Parc Lalancette (de Rouen / Valois)","Mercier - Hochelaga-Maisonneuve",45.5481450470022,-73.5471260547638,12.2701666666667,5,5,14.4,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",45.5238561444472,-73.6001265048981,24.0297,6,5,21.5,0
"Drolet / Marie-Anne","Le Plateau-Mont-Royal",45.5224025734141,-73.5811766982079,16.8201833333333,7,5,21,0
"Natatorium (LaSalle / Rolland)","Verdun",45.4443505862464,-73.575429797238,11.5433666666667,9,4,18.4,7.6
"Fullum / Ontario","Ville-Marie",45.5303174,-73.5548669,22.0134333333333,10,3,16.4,0
"Marché Jean-Talon (Henri-Julien / Jean-Talon)","Rosemont - La Petite-Patrie",45.5367852512844,-73.6148879583925,5.19418333333333,10,3,9.7,2.1
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,2.269,9,7,18.1,0.2
"Berri / Laurier","Le Plateau-Mont-Royal",45.5280999552767,-73.5884387162514,9.95506666666667,10,5,10.3,3.9
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,6.3959,9,3,21.7,0
"Place du Commerce","Verdun",45.46714,-73.54259,22.395,10,1,12,3.8
"de la Roche / Bélanger","Rosemont - La Petite-Patrie",45.5415913568121,-73.6075795348916,11.4873,7,1,24.3,0
"St-André / Rachel","Le Plateau-Mont-Royal",45.5240956132359,-73.5753715690407,6.8131,7,1,26.2,0
"de Chateaubriand / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5458867229656,-73.6267367005348,35.3122,5,5,14.4,0
"Hotel-de-Ville / du Mont-Royal","Le Plateau-Mont-Royal",45.5221780041457,-73.5846085846424,2.30225,10,6,7.2,0
"Ropery / Augustin-Cantin","Le Sud-Ouest",45.4809755262928,-73.5686346888542,5.25486666666667,5,6,14.3,1
"Drolet / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5419546323658,-73.6299419403076,7.93873333333333,10,7,7.5,2.6
"Parc Honoré-Mercier (Notre-Dame / Liébert)","Mercier - Hochelaga-Maisonneuve",45.592752535683,-73.5103563219309,1.37468333333333,7,1,24.3,0
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,25.7928833333333,9,5,20.3,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",45.5279413517698,-73.623885512352,6.74171666666667,5,3,16.7,2.3
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,11.5239833333333,8,7,21.5,1.2
"de l'Hôtel-de-Ville / Ste-Catherine","Ville-Marie",45.5116604559387,-73.5621356964111,17.8003833333333,7,4,25.4,0
"Casgrain / Maguire","Le Plateau-Mont-Royal",45.5262176474985,-73.5957657695144,11.7181166666667,9,6,21.5,0
"de Chateaubriand / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5458867229656,-73.6267367005348,7.7037,8,1,18.8,0
"Lincoln / du Fort","Ville-Marie",45.4930651186314,-73.5838267207146,29.5295166666667,7,7,23.5,0.5
"Marquette / Laurier","Le Plateau-Mont-Royal",45.53543,-73.5822,3.29498333333333,10,4,9.6,1
"Viger / Chenneville","Ville-Marie",45.5053116652091,-73.5608911514282,13.85645,6,6,19.8,0.7
"St-Alexandre / Ste-Catherine","Ville-Marie",45.5052735403446,-73.5674786567688,9.6552,8,4,16.8,0
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,4.34148333333333,10,4,14.8,0.2
"Marie-Anne / de la Roche","Le Plateau-Mont-Royal",45.5275505076019,-73.5762870311737,6.04975,7,1,20.4,0
"St-André / Rachel","Le Plateau-Mont-Royal",45.5240956132359,-73.5753715690407,16.2571666666667,9,5,16.6,0
"Peel / Ottawa","Le Sud-Ouest",45.4941995535705,-73.5599845647812,5.30556666666667,7,3,22.9,11.9
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,2.83058333333333,5,4,11,4.3
"Mansfield / Ste-Catherine","Ville-Marie",45.5014066403113,-73.571654856205,15.60435,8,7,20.4,0.9
"Fortune / Wellington","Le Sud-Ouest",45.477923,-73.559038,46.9164166666667,5,6,20.5,0.4
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,4.19393333333333,9,3,19.8,0
"Berlioz / de l'Île des Soeurs","Verdun",45.4599857764093,-73.5439556837082,18.4555333333333,9,4,18.4,7.6
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,5.99908333333333,5,4,14.5,0.7
"Milton / Durocher","Le Plateau-Mont-Royal",45.5081409594177,-73.5749298334122,3.83968333333333,10,3,16.9,2.2
"Cité des Arts du Cirque (Paul Boutet / des Regrattiers)","Villeray—Saint-Michel—Parc-Extension",45.5598423612047,-73.6154472827911,31.30455,7,2,25.9,0
"Augustin-Cantin / Shearer","Le Sud-Ouest",45.4839016954336,-73.5636323690414,11.0744333333333,6,4,20.2,4.3
"Messier / du Mont-Royal","Le Plateau-Mont-Royal",45.53711414,-73.5710031,7.19418333333333,8,5,27.4,0
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,3.87321666666667,7,3,22.9,11.9
"Alexandre-DeSève / Ontario","Ville-Marie",45.524378086614,-73.5605491697788,6.7271,8,3,18.1,0.2
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4818439915067,-73.6303972452879,35.6302166666667,8,2,23.9,6.3
"St-Alexandre / Ste-Catherine","Ville-Marie",45.5052735403446,-73.5674786567688,6.20781666666667,5,6,20.5,0.4
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,11.5578,8,4,21.3,3.4
"Waverly / St-Viateur","Le Plateau-Mont-Royal",45.5238561444472,-73.6001265048981,9.58175,9,7,16.9,0.2
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,18.65375,5,5,20.3,0.6
"Guizot / St-Denis","Villeray—Saint-Michel—Parc-Extension",45.5434235482902,-73.6324618756771,27.8055833333333,5,6,12.8,0.5
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,4.76345,9,7,18.1,0.2
"Maguire / St-Laurent","Le Plateau-Mont-Royal",45.5246284855926,-73.5958108305931,19.0070833333333,8,4,21.3,3.4
"Cathcart / McGill College","Ville-Marie",45.5011876814898,-73.570454878145,36.0527833333333,8,6,20,9.5
"Gilford / Papineau","Le Plateau-Mont-Royal",45.5343936461316,-73.5782369971275,36.6369166666667,9,4,20.1,0
"Union / René-Lévesque","Ville-Marie",45.502350361368,-73.5665827989578,18.1558666666667,6,7,22.2,0.5
"Nicolet / Sherbrooke","Mercier - Hochelaga-Maisonneuve",45.5496954203344,-73.5546469688416,34.2991333333333,10,1,12,3.8
"Panet / Ste-Catherine","Ville-Marie",45.5200299866894,-73.554915189743,26.3193666666667,10,6,13.9,1
"U. Concordia - Campus Loyola (Sherbrooke / West Broadway)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4575090808307,-73.6394852399826,9.62296666666667,7,5,21.7,0
"de Gaspé / Fairmount","Le Plateau-Mont-Royal",45.5255781593942,-73.592855706811,24.4465166666667,6,5,18.9,4.3
"Chomedey / de Maisonneuve","Ville-Marie",45.491750449904,-73.5839447379112,7.78278333333333,8,3,24,0
"Hotel-de-Ville / du Mont-Royal","Le Plateau-Mont-Royal",45.5221780041457,-73.5846085846424,14.0513666666667,9,7,10.5,0
"St-Dominique / St-Zotique","Rosemont - La Petite-Patrie",45.532264610185,-73.6110632121563,17.4341333333333,9,6,15.9,16.4
"de Bordeaux / Rachel","Le Plateau-Mont-Royal",45.5320753229761,-73.5676998398048,15.7109833333333,5,2,17.3,4.3
"Casgrain / Maguire","Le Plateau-Mont-Royal",45.5262176474985,-73.5957657695144,30.7374666666667,7,1,24.3,0
"St-André / Rachel","Le Plateau-Mont-Royal",45.5240956132359,-73.5753715690407,5.88236666666667,9,5,20.3,0
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,22.1398833333333,7,6,25,0
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,5.47465,7,2,24.8,0.5
"Durocher / Sherbrooke","Le Plateau-Mont-Royal",45.5070882905057,-73.5722798109055,15.5923666666667,9,2,17.9,0.5
"Garnier / Villeray","Villeray—Saint-Michel—Parc-Extension",45.5494800451944,-73.6160547148938,2.59998333333333,7,6,25,0
"de Rouen / Hogan","Ville-Marie",45.5363626322254,-73.5542124509811,4.24601666666667,8,3,24,0
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,5.83285,10,3,9.7,2.1
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,3.48731666666667,7,2,21.8,0.7
"19e avenue / St-Zotique","Rosemont - La Petite-Patrie",45.5616827573486,-73.5856479406357,13.2486666666667,7,6,23.1,1.9
"Bishop / Ste-Catherine","Ville-Marie",45.496597761984,-73.5765028497917,6.81466666666667,6,3,16.7,0
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,10.9088166666667,9,4,21.6,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",45.5431024305305,-73.61607524188,18.0224166666667,5,4,21.7,1.7
"Faillon / St-Denis","Villeray—Saint-Michel—Parc-Extension",45.5398908527814,-73.6202698945999,14.5008333333333,6,5,15.7,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",45.539306918976,-73.5952187329531,36.75575,7,1,20.9,0.4
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,4.45578333333333,6,2,23.3,1.3
"Holt / Fullum","Rosemont - La Petite-Patrie",45.5439373251856,-73.584446310997,72.5091333333333,6,5,15.7,0
"Guy / Sainte-Catherine","Ville-Marie",45.4949751285313,-73.5777704324846,15.0359166666667,8,2,23.9,6.3
"Labadie / du Parc","Le Plateau-Mont-Royal",45.5198946757576,-73.5968273878098,5.2068,8,3,24,0
"Milton / Durocher","Le Plateau-Mont-Royal",45.5081409594177,-73.5749298334122,14.3112333333333,7,2,21.8,0.7
"de la Roche / Bélanger","Rosemont - La Petite-Patrie",45.5415913568121,-73.6075795348916,4.32983333333333,10,4,6.7,3.6
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,21.838,6,4,15,1.6
"McKenna / Édouard-Montpetit","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5011643627571,-73.620563596487,23.7537666666667,7,2,21.8,0.7
"St-Dominique / Laurier","Le Plateau-Mont-Royal",45.5236149031145,-73.5924573987722,20.6534,6,7,15.8,0.6
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,20.3139166666667,9,2,23.1,0
"Henri-Julien / Laurier","Le Plateau-Mont-Royal",45.5257465762503,-73.5903364419937,15.8391,5,7,13.8,0.4
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",45.539306918976,-73.5952187329531,15.6852666666667,7,2,22.6,0
"Querbes / Laurier","Outremont",45.5175030620307,-73.5979061480793,7.59213333333333,8,2,15.5,1.7
"Marquette / Laurier","Le Plateau-Mont-Royal",45.53543,-73.5822,25.5751666666667,10,6,13.9,1
"Ste-Catherine / Dézéry","Mercier - Hochelaga-Maisonneuve",45.5393850819617,-73.5409998893738,34.1325,6,4,21.5,20.2
"Alexandre-DeSève / Ontario","Ville-Marie",45.524378086614,-73.5605491697788,21.19645,9,6,19.5,0
"Place du Commerce","Verdun",45.46714,-73.54259,10.4431,7,4,20.2,2.8
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,12.8767833333333,9,7,21.7,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",45.5364343386303,-73.6078342797555,16.3650166666667,9,5,20.1,0
"St-Zotique / Clark","Rosemont - La Petite-Patrie",45.531437600982,-73.6127007007599,1.9142,9,4,21.6,0
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,10.0396,8,1,18.8,0
"1ère avenue / Rosemont","Rosemont - La Petite-Patrie",45.54779995288,-73.5848674178123,10.6122666666667,5,3,16.7,2.3
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,75.82125,6,3,24.7,0.5
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,11.5345333333333,5,1,16.4,1.9
"du Rosaire / St-Hubert","Villeray—Saint-Michel—Parc-Extension",45.5448192822535,-73.6215104162693,11.0018166666667,6,6,21,0
"St-Antoine / St-François-Xavier","Ville-Marie",45.5045770667804,-73.5591839253902,7.34321666666667,5,6,20.5,0.4
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,7.43676666666667,10,4,9.6,1
"de l'Hôtel-de-Ville / Ste-Catherine","Ville-Marie",45.5116604559387,-73.5621356964111,15.9102333333333,6,3,22.3,11.4
"Berri / Laurier","Le Plateau-Mont-Royal",45.5280999552767,-73.5884387162514,16.28135,6,7,16.3,6
"Square St-Louis (du Square St-Louis / Laval)","Le Plateau-Mont-Royal",45.5160908019707,-73.5701286792755,3.51541666666667,10,5,17.1,0
"de Bordeaux / Masson","Le Plateau-Mont-Royal",45.539037937964,-73.5825204849243,16.2747,7,3,22.8,77
"Hélène-Baillargeon / St-Denis","Le Plateau-Mont-Royal",45.52974,-73.59527,11.1761666666667,10,2,9.4,2
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,9.18183333333333,9,2,17.9,0.5
"Chomedey / de Maisonneuve","Ville-Marie",45.491750449904,-73.5839447379112,9.84956666666667,7,5,23.2,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",45.5422319576141,-73.554443657431,3.78343333333333,9,5,16.6,0
"St-Dominique / Gounod","Villeray—Saint-Michel—Parc-Extension",45.5385915732697,-73.6277800798416,19.7689166666667,7,3,23.3,3.5
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",45.5445008776237,-73.5881048440933,9.34025,7,2,25.9,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",45.5515851890843,-73.5991649329662,9.42378333333333,8,5,19.7,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",45.5390003643266,-73.6142510175705,9.12795,9,5,20.1,0
